Candidate_ID,Candidate_Name,Parent_Seed_ID,Parent_Name,Transformation_Code,Design_Change,Attachment_Position,Design_Rationale,Linker_Type,Reactive_Group,Preparation_Type,Synthesis_Level,Parent_Tanimoto_r3,Max_Train_Tanimoto_r3,Risk_Flags
CAND_R2_260,TDCA-DOPO-3-amino,TRAIN_137,TDCA-DOPO-3,amino,Added amino at aromatic atom 37.,peripheral_aromatic,Introduced one aryl amino group to add a P–N motif and a potential epoxy co-curing site.,aryl-amino,NH2,Co-curing,B,0.8666666666666667,0.8666666666666667,none
CAND_R2_261,TDCA-DOPO-3-hydroxy,TRAIN_137,TDCA-DOPO-3,hydroxy,Added hydroxy at aromatic atom 37.,peripheral_aromatic,Introduced one phenolic hydroxyl group; kept as Additive unless a validated pre-reaction route is available.,aryl-hydroxy,OH,Additive,B,0.8666666666666667,0.8666666666666667,none
CAND_R2_262,TDCA-DOPO-3-hydroxymethyl,TRAIN_137,TDCA-DOPO-3,hydroxymethyl,Added hydroxymethyl at aromatic atom 37.,peripheral_aromatic,Introduced one hydroxymethyl group to increase polarity; not automatically treated as an epoxy-reactive group.,aryl-hydroxymethyl,CH2OH,Additive,B,0.8333333333333334,0.8333333333333334,none
CAND_R2_263,TDCA-DOPO-3-carboxamide,TRAIN_137,TDCA-DOPO-3,carboxamide,Added carboxamide at aromatic atom 37.,peripheral_aromatic,"Introduced one primary carboxamide as a polar, hydrogen-bonding substituent.",aryl-carboxamide,amide,Additive,B,0.8227848101265823,0.8227848101265823,none
CAND_R2_264,TDCA-DOPO-3-boronic-acid,TRAIN_137,TDCA-DOPO-3,boronic_acid,Added boronic_acid at aromatic atom 37.,peripheral_aromatic,Introduced one aryl boronic acid group to create a P–B candidate.,aryl-boronic-acid,B(OH)2,Additive,B,0.8333333333333334,0.8333333333333334,none
CAND_R2_265,TDCA-DOPO-3-pinacol-boronate,TRAIN_137,TDCA-DOPO-3,pinacol_boronate,Added pinacol_boronate at aromatic atom 37.,peripheral_aromatic,Introduced one pinacol boronate to create a more protected P–B analogue.,aryl-pinacol-boronate,pinacol boronate,Additive,B,0.7647058823529411,0.7647058823529411,none
CAND_R2_266,TDCA-DOPO-3-trimethoxysilyl,TRAIN_137,TDCA-DOPO-3,trimethoxysilyl,Added trimethoxysilyl at aromatic atom 37.,peripheral_aromatic,Introduced one trialkoxysilane unit; secondary siloxane-network formation requires hydrolysis/condensation conditions.,aryl-trimethoxysilyl,Si(OCH3)3,Additive + Secondary Crosslinking,B,0.8024691358024691,0.8024691358024691,none
CAND_R2_267,TDCA-DOPO-3-triethoxysilyl,TRAIN_137,TDCA-DOPO-3,triethoxysilyl,Added triethoxysilyl at aromatic atom 37.,peripheral_aromatic,Introduced one triethoxysilane unit as a P–Si candidate.,aryl-triethoxysilyl,Si(OC2H5)3,Additive + Secondary Crosslinking,B,0.7647058823529411,0.7647058823529411,none
CAND_R2_268,TDCA-DOPO-3-disiloxane,TRAIN_137,TDCA-DOPO-3,disiloxane,Added disiloxane at aromatic atom 37.,peripheral_aromatic,Introduced a short disiloxane substituent without assuming epoxy-network reactivity.,short-disiloxane,none,Additive,B,0.7831325301204819,0.7831325301204819,none
CAND_R2_269,TDCA-DOPO-3-glycidyloxy,TRAIN_137,TDCA-DOPO-3,glycidyloxy,Added glycidyloxy at aromatic atom 37.,peripheral_aromatic,Introduced one glycidyl ether group for co-curing with the epoxy hardener.,aryl-glycidyl-ether,epoxy,Co-curing,B,0.7738095238095238,0.7738095238095238,none
CAND_R2_270,TDCA-DOPO-3-diaminotriazine,TRAIN_137,TDCA-DOPO-3,diaminotriazine,Added diaminotriazine at aromatic atom 37.,peripheral_aromatic,Introduced one diamino-triazine substituent to add nitrogen and potential co-curing sites.,"diamino-1,3,5-triazine",NH2,Co-curing,B,0.7558139534883721,0.7558139534883721,none
CAND_R2_271,TDCA-DOPO-3-piperazine,TRAIN_137,TDCA-DOPO-3,piperazine,Added piperazine at aromatic atom 37.,peripheral_aromatic,Introduced a monosubstituted piperazine unit retaining one secondary N–H site.,piperazine,NH,Co-curing,B,0.7386363636363636,0.7386363636363636,none
CAND_R2_272,TDCA-DOPO-3-benzamide-linker,TRAIN_137,TDCA-DOPO-3,benzamide_linker,Added benzamide_linker at aromatic atom 37.,peripheral_aromatic,Introduced a benzamide substituent; amide nitrogen is not treated as a normal amine curing site.,benzamide,amide,Additive,B,0.7471264367816092,0.7471264367816092,none
CAND_R2_273,TDCA-DOPO-3-phenyl,TRAIN_137,TDCA-DOPO-3,phenyl,Added phenyl at aromatic atom 37.,peripheral_aromatic,Extended the aromatic linker by one phenyl group.,phenyl,none,Additive,B,0.8441558441558441,0.8441558441558441,none
CAND_R2_274,TDCA-DOPO-3-biphenyl,TRAIN_137,TDCA-DOPO-3,biphenyl,Added biphenyl at aromatic atom 37.,peripheral_aromatic,Extended the rigid aromatic linker to a biphenyl unit.,biphenyl,none,Additive,B,0.8333333333333334,0.8333333333333334,none
CAND_R2_275,Ti-POSS-bisDOPO-amino,TRAIN_112,Ti-POSS-bisDOPO,amino,Added amino at aromatic atom 72.,DOPO_core_aromatic,Introduced one aryl amino group to add a P–N motif and a potential epoxy co-curing site.,aryl-amino,NH2,Co-curing,B,0.8461538461538461,0.8461538461538461,DOPO-core substitution route needs confirmation; high molecular weight
CAND_R2_276,Ti-POSS-bisDOPO-hydroxy,TRAIN_112,Ti-POSS-bisDOPO,hydroxy,Added hydroxy at aromatic atom 72.,DOPO_core_aromatic,Introduced one phenolic hydroxyl group; kept as Additive unless a validated pre-reaction route is available.,aryl-hydroxy,OH,Additive,B,0.8461538461538461,0.8461538461538461,DOPO-core substitution route needs confirmation; high molecular weight
CAND_R2_277,Ti-POSS-bisDOPO-boronic-acid,TRAIN_112,Ti-POSS-bisDOPO,boronic_acid,Added boronic_acid at aromatic atom 72.,DOPO_core_aromatic,Introduced one aryl boronic acid group to create a P–B candidate.,aryl-boronic-acid,B(OH)2,Additive,B,0.822429906542056,0.822429906542056,DOPO-core substitution route needs confirmation; high molecular weight
CAND_R2_278,Ti-POSS-bisDOPO-trimethoxysilyl,TRAIN_112,Ti-POSS-bisDOPO,trimethoxysilyl,Added trimethoxysilyl at aromatic atom 72.,DOPO_core_aromatic,Introduced one trialkoxysilane unit; secondary siloxane-network formation requires hydrolysis/condensation conditions.,aryl-trimethoxysilyl,Si(OCH3)3,Additive + Secondary Crosslinking,B,0.8073394495412844,0.8073394495412844,DOPO-core substitution route needs confirmation; high molecular weight
CAND_R2_279,Ti-POSS-bisDOPO-disiloxane,TRAIN_112,Ti-POSS-bisDOPO,disiloxane,Added disiloxane at aromatic atom 72.,DOPO_core_aromatic,Introduced a short disiloxane substituent without assuming epoxy-network reactivity.,short-disiloxane,none,Additive,B,0.7927927927927928,0.7927927927927928,DOPO-core substitution route needs confirmation; high molecular weight
CAND_R2_280,Ti-POSS-bisDOPO-glycidyloxy,TRAIN_112,Ti-POSS-bisDOPO,glycidyloxy,Added glycidyloxy at aromatic atom 72.,DOPO_core_aromatic,Introduced one glycidyl ether group for co-curing with the epoxy hardener.,aryl-glycidyl-ether,epoxy,Co-curing,B,0.7586206896551724,0.7586206896551724,DOPO-core substitution route needs confirmation; high molecular weight
CAND_R2_281,Ti-POSS-bisDOPO-diaminotriazine,TRAIN_112,Ti-POSS-bisDOPO,diaminotriazine,Added diaminotriazine at aromatic atom 72.,DOPO_core_aromatic,Introduced one diamino-triazine substituent to add nitrogen and potential co-curing sites.,"diamino-1,3,5-triazine",NH2,Co-curing,B,0.7586206896551724,0.7586206896551724,DOPO-core substitution route needs confirmation; high molecular weight
CAND_R2_282,Ti-POSS-bisDOPO-piperazine,TRAIN_112,Ti-POSS-bisDOPO,piperazine,Added piperazine at aromatic atom 72.,DOPO_core_aromatic,Introduced a monosubstituted piperazine unit retaining one secondary N–H site.,piperazine,NH,Co-curing,B,0.7521367521367521,0.7521367521367521,DOPO-core substitution route needs confirmation; high molecular weight
CAND_R2_283,DGEBDB-amino,TRAIN_004,DGEBDB,amino,Added amino at aromatic atom 35.,peripheral_aromatic,Introduced one aryl amino group to add a P–N motif and a potential epoxy co-curing site.,aryl-amino,NH2,Co-curing,B,0.7849462365591398,0.7849462365591398,none
CAND_R2_284,DGEBDB-hydroxy,TRAIN_004,DGEBDB,hydroxy,Added hydroxy at aromatic atom 35.,peripheral_aromatic,Introduced one phenolic hydroxyl group; kept as Additive unless a validated pre-reaction route is available.,aryl-hydroxy,OH,Additive,B,0.7849462365591398,0.7849462365591398,none
CAND_R2_285,DGEBDB-hydroxymethyl,TRAIN_004,DGEBDB,hydroxymethyl,Added hydroxymethyl at aromatic atom 35.,peripheral_aromatic,Introduced one hydroxymethyl group to increase polarity; not automatically treated as an epoxy-reactive group.,aryl-hydroxymethyl,CH2OH,Additive,B,0.7684210526315789,0.7684210526315789,none
CAND_R2_286,DGEBDB-carboxamide,TRAIN_004,DGEBDB,carboxamide,Added carboxamide at aromatic atom 35.,peripheral_aromatic,"Introduced one primary carboxamide as a polar, hydrogen-bonding substituent.",aryl-carboxamide,amide,Additive,B,0.7684210526315789,0.7684210526315789,none
CAND_R2_287,DGEBDB-boronic-acid,TRAIN_004,DGEBDB,boronic_acid,Added boronic_acid at aromatic atom 35.,peripheral_aromatic,Introduced one aryl boronic acid group to create a P–B candidate.,aryl-boronic-acid,B(OH)2,Additive,B,0.7684210526315789,0.7684210526315789,none
CAND_R2_288,DGEBDB-pinacol-boronate,TRAIN_004,DGEBDB,pinacol_boronate,Added pinacol_boronate at aromatic atom 35.,peripheral_aromatic,Introduced one pinacol boronate to create a more protected P–B analogue.,aryl-pinacol-boronate,pinacol boronate,Additive,B,0.7156862745098039,0.7156862745098039,none
CAND_R2_289,DGEBDB-trimethoxysilyl,TRAIN_004,DGEBDB,trimethoxysilyl,Added trimethoxysilyl at aromatic atom 35.,peripheral_aromatic,Introduced one trialkoxysilane unit; secondary siloxane-network formation requires hydrolysis/condensation conditions.,aryl-trimethoxysilyl,Si(OCH3)3,Additive + Secondary Crosslinking,B,0.7604166666666666,0.7604166666666666,none
CAND_R2_290,DGEBDB-triethoxysilyl,TRAIN_004,DGEBDB,triethoxysilyl,Added triethoxysilyl at aromatic atom 35.,peripheral_aromatic,Introduced one triethoxysilane unit as a P–Si candidate.,aryl-triethoxysilyl,Si(OC2H5)3,Additive + Secondary Crosslinking,B,0.7227722772277227,0.7227722772277227,none
CAND_R2_291,DGEBDB-disiloxane,TRAIN_004,DGEBDB,disiloxane,Added disiloxane at aromatic atom 35.,peripheral_aromatic,Introduced a short disiloxane substituent without assuming epoxy-network reactivity.,short-disiloxane,none,Additive,B,0.73,0.73,none
CAND_R2_292,DGEBDB-glycidyloxy,TRAIN_004,DGEBDB,glycidyloxy,Added glycidyloxy at aromatic atom 35.,peripheral_aromatic,Introduced one glycidyl ether group for co-curing with the epoxy hardener.,aryl-glycidyl-ether,epoxy,Co-curing,B,0.8111111111111111,0.8111111111111111,none
CAND_R2_293,DGEBDB-diaminotriazine,TRAIN_004,DGEBDB,diaminotriazine,Added diaminotriazine at aromatic atom 35.,peripheral_aromatic,Introduced one diamino-triazine substituent to add nitrogen and potential co-curing sites.,"diamino-1,3,5-triazine",NH2,Co-curing,B,0.7019230769230769,0.7019230769230769,none
CAND_R2_294,DGEBDB-piperazine,TRAIN_004,DGEBDB,piperazine,Added piperazine at aromatic atom 35.,peripheral_aromatic,Introduced a monosubstituted piperazine unit retaining one secondary N–H site.,piperazine,NH,Co-curing,B,0.7019230769230769,0.7019230769230769,none
CAND_R2_295,DGEBDB-benzamide-linker,TRAIN_004,DGEBDB,benzamide_linker,Added benzamide_linker at aromatic atom 35.,peripheral_aromatic,Introduced a benzamide substituent; amide nitrogen is not treated as a normal amine curing site.,benzamide,amide,Additive,B,0.6952380952380952,0.6952380952380952,candidate may be outside strict in-domain threshold
CAND_R2_296,DGEBDB-phenyl,TRAIN_004,DGEBDB,phenyl,Added phenyl at aromatic atom 35.,peripheral_aromatic,Extended the aromatic linker by one phenyl group.,phenyl,none,Additive,B,0.7525773195876289,0.7525773195876289,none
CAND_R2_297,DGEBDB-biphenyl,TRAIN_004,DGEBDB,biphenyl,Added biphenyl at aromatic atom 35.,peripheral_aromatic,Extended the rigid aromatic linker to a biphenyl unit.,biphenyl,none,Additive,B,0.7087378640776699,0.7087378640776699,none
CAND_R2_298,DGEBDB-methoxy-to-phenol-all,TRAIN_004,DGEBDB,methoxy_to_phenol_all,Demethylated one aryl methoxy group to phenolic OH. Converted all matching groups.,all_sites,Demethylated one aryl methoxy group to phenolic OH. All equivalent sites were changed.,demethylated-phenol-all,OH,Additive,B,0.7294117647058823,0.7294117647058823,none
CAND_R2_299,D-AZ-amino,TRAIN_042,D-AZ,amino,Added amino at aromatic atom 6.,peripheral_aromatic,Introduced one aryl amino group to add a P–N motif and a potential epoxy co-curing site.,aryl-amino,NH2,Co-curing,B,0.6231884057971014,0.6231884057971014,large structural change from parent; candidate may be outside strict in-domain threshold
CAND_R2_300,D-AZ-hydroxy,TRAIN_042,D-AZ,hydroxy,Added hydroxy at aromatic atom 6.,peripheral_aromatic,Introduced one phenolic hydroxyl group; kept as Additive unless a validated pre-reaction route is available.,aryl-hydroxy,OH,Additive,B,0.6231884057971014,0.6231884057971014,large structural change from parent; candidate may be outside strict in-domain threshold
CAND_R2_301,D-AZ-hydroxymethyl,TRAIN_042,D-AZ,hydroxymethyl,Added hydroxymethyl at aromatic atom 6.,peripheral_aromatic,Introduced one hydroxymethyl group to increase polarity; not automatically treated as an epoxy-reactive group.,aryl-hydroxymethyl,CH2OH,Additive,B,0.5972222222222222,0.5972222222222222,large structural change from parent; candidate may be outside strict in-domain threshold
CAND_R2_302,D-AZ-carboxamide,TRAIN_042,D-AZ,carboxamide,Added carboxamide at aromatic atom 6.,peripheral_aromatic,"Introduced one primary carboxamide as a polar, hydrogen-bonding substituent.",aryl-carboxamide,amide,Additive,B,0.581081081081081,0.581081081081081,large structural change from parent; candidate may be outside strict in-domain threshold
CAND_R2_303,D-AZ-boronic-acid,TRAIN_042,D-AZ,boronic_acid,Added boronic_acid at aromatic atom 6.,peripheral_aromatic,Introduced one aryl boronic acid group to create a P–B candidate.,aryl-boronic-acid,B(OH)2,Additive,B,0.589041095890411,0.589041095890411,large structural change from parent; candidate may be outside strict in-domain threshold
CAND_R2_304,D-AZ-pinacol-boronate,TRAIN_042,D-AZ,pinacol_boronate,Added pinacol_boronate at aromatic atom 6.,peripheral_aromatic,Introduced one pinacol boronate to create a more protected P–B analogue.,aryl-pinacol-boronate,pinacol boronate,Additive,C,0.5375,0.5375,large structural change from parent; candidate may be outside strict in-domain threshold; exploratory only; excluded from formal screening
CAND_R2_305,D-AZ-trimethoxysilyl,TRAIN_042,D-AZ,trimethoxysilyl,Added trimethoxysilyl at aromatic atom 6.,peripheral_aromatic,Introduced one trialkoxysilane unit; secondary siloxane-network formation requires hydrolysis/condensation conditions.,aryl-trimethoxysilyl,Si(OCH3)3,Additive + Secondary Crosslinking,B,0.5584415584415584,0.5584415584415584,large structural change from parent; candidate may be outside strict in-domain threshold
CAND_R2_306,D-AZ-triethoxysilyl,TRAIN_042,D-AZ,triethoxysilyl,Added triethoxysilyl at aromatic atom 6.,peripheral_aromatic,Introduced one triethoxysilane unit as a P–Si candidate.,aryl-triethoxysilyl,Si(OC2H5)3,Additive + Secondary Crosslinking,C,0.5308641975308642,0.5308641975308642,large structural change from parent; candidate may be outside strict in-domain threshold; exploratory only; excluded from formal screening
CAND_R2_307,D-AZ-disiloxane,TRAIN_042,D-AZ,disiloxane,Added disiloxane at aromatic atom 6.,peripheral_aromatic,Introduced a short disiloxane substituent without assuming epoxy-network reactivity.,short-disiloxane,none,Additive,B,0.5512820512820513,0.5512820512820513,large structural change from parent; candidate may be outside strict in-domain threshold
CAND_R2_308,D-AZ-glycidyloxy,TRAIN_042,D-AZ,glycidyloxy,Added glycidyloxy at aromatic atom 6.,peripheral_aromatic,Introduced one glycidyl ether group for co-curing with the epoxy hardener.,aryl-glycidyl-ether,epoxy,Co-curing,C,0.5119047619047619,0.5119047619047619,large structural change from parent; candidate may be outside strict in-domain threshold; exploratory only; excluded from formal screening
CAND_R2_309,D-AZ-diaminotriazine,TRAIN_042,D-AZ,diaminotriazine,Added diaminotriazine at aromatic atom 6.,peripheral_aromatic,Introduced one diamino-triazine substituent to add nitrogen and potential co-curing sites.,"diamino-1,3,5-triazine",NH2,Co-curing,C,0.5375,0.5375,large structural change from parent; candidate may be outside strict in-domain threshold; exploratory only; excluded from formal screening
CAND_R2_310,D-AZ-piperazine,TRAIN_042,D-AZ,piperazine,Added piperazine at aromatic atom 6.,peripheral_aromatic,Introduced a monosubstituted piperazine unit retaining one secondary N–H site.,piperazine,NH,Co-curing,C,0.5180722891566265,0.5180722891566265,large structural change from parent; candidate may be outside strict in-domain threshold; exploratory only; excluded from formal screening
CAND_R2_311,D-AZ-benzamide-linker,TRAIN_042,D-AZ,benzamide_linker,Added benzamide_linker at aromatic atom 6.,peripheral_aromatic,Introduced a benzamide substituent; amide nitrogen is not treated as a normal amine curing site.,benzamide,amide,Additive,C,0.5119047619047619,0.5119047619047619,large structural change from parent; candidate may be outside strict in-domain threshold; exploratory only; excluded from formal screening
CAND_R2_312,D-AZ-phenyl,TRAIN_042,D-AZ,phenyl,Added phenyl at aromatic atom 6.,peripheral_aromatic,Extended the aromatic linker by one phenyl group.,phenyl,none,Additive,B,0.5657894736842105,0.5657894736842105,large structural change from parent; candidate may be outside strict in-domain threshold
CAND_R2_313,D-AZ-biphenyl,TRAIN_042,D-AZ,biphenyl,Added biphenyl at aromatic atom 6.,peripheral_aromatic,Extended the rigid aromatic linker to a biphenyl unit.,biphenyl,none,Additive,C,0.524390243902439,0.524390243902439,large structural change from parent; candidate may be outside strict in-domain threshold; exploratory only; excluded from formal screening
CAND_R2_314,D-AZ-NH-methyl,TRAIN_042,D-AZ,NH_methyl,"Methylated one free N–H site, reducing curing activity. Regioisomer 1.",NH_site_1,"Methylated one free N–H site, reducing curing activity.",N-methyl,none,Additive,C,0.4358974358974359,0.4358974358974359,large structural change from parent; candidate may be outside strict in-domain threshold; exploratory only; excluded from formal screening
CAND_R2_315,D-AZ-NH-hydroxyethyl,TRAIN_042,D-AZ,NH_hydroxyethyl,Introduced one hydroxyethyl substituent on an N–H site. Regioisomer 1.,NH_site_1,Introduced one hydroxyethyl substituent on an N–H site.,N-hydroxyethyl,OH,Additive,C,0.40476190476190477,0.40476190476190477,large structural change from parent; candidate may be outside strict in-domain threshold; exploratory only; excluded from formal screening
CAND_R2_316,D-AZ-NH-glycidyl,TRAIN_042,D-AZ,NH_glycidyl,Introduced one glycidyl substituent on an N–H site. Regioisomer 1.,NH_site_1,Introduced one glycidyl substituent on an N–H site.,N-glycidyl,epoxy,Co-curing,C,0.3953488372093023,0.3953488372093023,large structural change from parent; candidate may be outside strict in-domain threshold; exploratory only; excluded from formal screening
CAND_R2_317,BDO-amino,TRAIN_122,BDO,amino,Added amino at aromatic atom 35.,peripheral_aromatic,Introduced one aryl amino group to add a P–N motif and a potential epoxy co-curing site.,aryl-amino,NH2,Co-curing,B,0.8431372549019608,0.8431372549019608,none
CAND_R2_318,BDO-hydroxy,TRAIN_122,BDO,hydroxy,Added hydroxy at aromatic atom 35.,peripheral_aromatic,Introduced one phenolic hydroxyl group; kept as Additive unless a validated pre-reaction route is available.,aryl-hydroxy,OH,Additive,B,0.8431372549019608,0.8431372549019608,none
CAND_R2_319,BDO-hydroxymethyl,TRAIN_122,BDO,hydroxymethyl,Added hydroxymethyl at aromatic atom 35.,peripheral_aromatic,Introduced one hydroxymethyl group to increase polarity; not automatically treated as an epoxy-reactive group.,aryl-hydroxymethyl,CH2OH,Additive,B,0.8269230769230769,0.8269230769230769,none
CAND_R2_320,BDO-carboxamide,TRAIN_122,BDO,carboxamide,Added carboxamide at aromatic atom 35.,peripheral_aromatic,"Introduced one primary carboxamide as a polar, hydrogen-bonding substituent.",aryl-carboxamide,amide,Additive,B,0.8037383177570093,0.8037383177570093,none
CAND_R2_321,BDO-boronic-acid,TRAIN_122,BDO,boronic_acid,Added boronic_acid at aromatic atom 35.,peripheral_aromatic,Introduced one aryl boronic acid group to create a P–B candidate.,aryl-boronic-acid,B(OH)2,Additive,B,0.819047619047619,0.819047619047619,none
CAND_R2_322,BDO-pinacol-boronate,TRAIN_122,BDO,pinacol_boronate,Added pinacol_boronate at aromatic atom 35.,peripheral_aromatic,Introduced one pinacol boronate to create a more protected P–B analogue.,aryl-pinacol-boronate,pinacol boronate,Additive,B,0.7543859649122807,0.7543859649122807,none
CAND_R2_323,BDO-trimethoxysilyl,TRAIN_122,BDO,trimethoxysilyl,Added trimethoxysilyl at aromatic atom 35.,peripheral_aromatic,Introduced one trialkoxysilane unit; secondary siloxane-network formation requires hydrolysis/condensation conditions.,aryl-trimethoxysilyl,Si(OCH3)3,Additive + Secondary Crosslinking,B,0.7818181818181819,0.7818181818181819,none
CAND_R2_324,BDO-triethoxysilyl,TRAIN_122,BDO,triethoxysilyl,Added triethoxysilyl at aromatic atom 35.,peripheral_aromatic,Introduced one triethoxysilane unit as a P–Si candidate.,aryl-triethoxysilyl,Si(OC2H5)3,Additive + Secondary Crosslinking,B,0.7610619469026548,0.7610619469026548,none
CAND_R2_325,BDO-disiloxane,TRAIN_122,BDO,disiloxane,Added disiloxane at aromatic atom 35.,peripheral_aromatic,Introduced a short disiloxane substituent without assuming epoxy-network reactivity.,short-disiloxane,none,Additive,B,0.7678571428571429,0.7678571428571429,none
CAND_R2_326,BDO-glycidyloxy,TRAIN_122,BDO,glycidyloxy,Added glycidyloxy at aromatic atom 35.,peripheral_aromatic,Introduced one glycidyl ether group for co-curing with the epoxy hardener.,aryl-glycidyl-ether,epoxy,Co-curing,B,0.7350427350427351,0.7350427350427351,none
CAND_R2_327,BDO-diaminotriazine,TRAIN_122,BDO,diaminotriazine,Added diaminotriazine at aromatic atom 35.,peripheral_aromatic,Introduced one diamino-triazine substituent to add nitrogen and potential co-curing sites.,"diamino-1,3,5-triazine",NH2,Co-curing,B,0.7678571428571429,0.7678571428571429,none
CAND_R2_328,BDO-piperazine,TRAIN_122,BDO,piperazine,Added piperazine at aromatic atom 35.,peripheral_aromatic,Introduced a monosubstituted piperazine unit retaining one secondary N–H site.,piperazine,NH,Co-curing,B,0.7413793103448276,0.7413793103448276,none
CAND_R2_329,BDO-benzamide-linker,TRAIN_122,BDO,benzamide_linker,Added benzamide_linker at aromatic atom 35.,peripheral_aromatic,Introduced a benzamide substituent; amide nitrogen is not treated as a normal amine curing site.,benzamide,amide,Additive,B,0.7288135593220338,0.7288135593220338,none
CAND_R2_330,BDO-phenyl,TRAIN_122,BDO,phenyl,Added phenyl at aromatic atom 35.,peripheral_aromatic,Extended the aromatic linker by one phenyl group.,phenyl,none,Additive,B,0.7889908256880734,0.7889908256880734,none
CAND_R2_331,BDO-biphenyl,TRAIN_122,BDO,biphenyl,Added biphenyl at aromatic atom 35.,peripheral_aromatic,Extended the rigid aromatic linker to a biphenyl unit.,biphenyl,none,Additive,B,0.7543859649122807,0.7543859649122807,none
CAND_R2_332,BDO-NH-methyl,TRAIN_122,BDO,NH_methyl,"Methylated one free N–H site, reducing curing activity. Regioisomer 1.",NH_site_1,"Methylated one free N–H site, reducing curing activity.",N-methyl,none,Additive,B,0.6403508771929824,0.6403508771929824,large structural change from parent; candidate may be outside strict in-domain threshold
CAND_R2_333,BDO-NH-methyl-2,TRAIN_122,BDO,NH_methyl,"Methylated one free N–H site, reducing curing activity. Regioisomer 2.",NH_site_2,"Methylated one free N–H site, reducing curing activity.",N-methyl,none,Additive,B,0.6228070175438597,0.6228070175438597,large structural change from parent; candidate may be outside strict in-domain threshold
CAND_R2_334,BDO-NH-hydroxyethyl,TRAIN_122,BDO,NH_hydroxyethyl,Introduced one hydroxyethyl substituent on an N–H site. Regioisomer 1.,NH_site_1,Introduced one hydroxyethyl substituent on an N–H site.,N-hydroxyethyl,OH,Additive,B,0.6186440677966102,0.6186440677966102,large structural change from parent; candidate may be outside strict in-domain threshold
CAND_R2_335,BDO-NH-hydroxyethyl-2,TRAIN_122,BDO,NH_hydroxyethyl,Introduced one hydroxyethyl substituent on an N–H site. Regioisomer 2.,NH_site_2,Introduced one hydroxyethyl substituent on an N–H site.,N-hydroxyethyl,OH,Additive,B,0.5916666666666667,0.5916666666666667,large structural change from parent; candidate may be outside strict in-domain threshold
CAND_R2_336,BDO-NH-glycidyl,TRAIN_122,BDO,NH_glycidyl,Introduced one glycidyl substituent on an N–H site. Regioisomer 1.,NH_site_1,Introduced one glycidyl substituent on an N–H site.,N-glycidyl,epoxy,Co-curing,B,0.5983606557377049,0.5983606557377049,large structural change from parent; candidate may be outside strict in-domain threshold
CAND_R2_337,BDO-NH-glycidyl-2,TRAIN_122,BDO,NH_glycidyl,Introduced one glycidyl substituent on an N–H site. Regioisomer 2.,NH_site_2,Introduced one glycidyl substituent on an N–H site.,N-glycidyl,epoxy,Co-curing,B,0.5725806451612904,0.5725806451612904,large structural change from parent; candidate may be outside strict in-domain threshold
CAND_R2_338,BDO-aromatic-S-to-O,TRAIN_122,BDO,aromatic_S_to_O,Replaced aromatic sulfur site 1 by oxygen.,S_site_1,Generated the oxazole/furan analogue while preserving the parent scaffold.,heteroaromatic-S/O-analogue,none,Co-curing,B,0.8058252427184466,0.8058252427184466,none
CAND_R2_339,BDO-aromatic-S-to-O-all,TRAIN_122,BDO,aromatic_S_to_O_all,Replaced all aromatic sulfur atoms by oxygen.,all_aromatic_S,Generated the fully oxygen-substituted heteroaromatic analogue.,heteroaromatic-S/O-analogue-all,none,Additive,B,0.6363636363636364,0.723404255319149,large structural change from parent
CAND_R2_340,TDA-amino,TRAIN_010,TDA,amino,Added amino at aromatic atom 47.,DOPO_core_aromatic,Introduced one aryl amino group to add a P–N motif and a potential epoxy co-curing site.,aryl-amino,NH2,Co-curing,B,0.7777777777777778,0.7777777777777778,DOPO-core substitution route needs confirmation
CAND_R2_341,TDA-hydroxy,TRAIN_010,TDA,hydroxy,Added hydroxy at aromatic atom 47.,DOPO_core_aromatic,Introduced one phenolic hydroxyl group; kept as Additive unless a validated pre-reaction route is available.,aryl-hydroxy,OH,Additive,B,0.7777777777777778,0.7777777777777778,DOPO-core substitution route needs confirmation
CAND_R2_342,TDA-hydroxymethyl,TRAIN_010,TDA,hydroxymethyl,Added hydroxymethyl at aromatic atom 47.,DOPO_core_aromatic,Introduced one hydroxymethyl group to increase polarity; not automatically treated as an epoxy-reactive group.,aryl-hydroxymethyl,CH2OH,Additive,B,0.7623762376237624,0.7623762376237624,DOPO-core substitution route needs confirmation
CAND_R2_343,TDA-carboxamide,TRAIN_010,TDA,carboxamide,Added carboxamide at aromatic atom 47.,DOPO_core_aromatic,"Introduced one primary carboxamide as a polar, hydrogen-bonding substituent.",aryl-carboxamide,amide,Additive,B,0.7475728155339806,0.7475728155339806,DOPO-core substitution route needs confirmation
CAND_R2_344,TDA-boronic-acid,TRAIN_010,TDA,boronic_acid,Added boronic_acid at aromatic atom 47.,DOPO_core_aromatic,Introduced one aryl boronic acid group to create a P–B candidate.,aryl-boronic-acid,B(OH)2,Additive,B,0.77,0.77,DOPO-core substitution route needs confirmation
CAND_R2_345,TDA-pinacol-boronate,TRAIN_010,TDA,pinacol_boronate,Added pinacol_boronate at aromatic atom 47.,DOPO_core_aromatic,Introduced one pinacol boronate to create a more protected P–B analogue.,aryl-pinacol-boronate,pinacol boronate,Additive,B,0.7,0.7,DOPO-core substitution route needs confirmation
